,,,,Pump Price Rs/ Liter,,,,,
S.No,Customer Name,Address,City/Location,HSD,PMG,District,District 1,Province,Province
142,DANIYAL MUSHTARKA BALOUCHISTAN PETROLEUM SERVIC,"Mouza Sammo Rana, 8 Km from Multan, on Multan-Muzaffar Garh Raod, Tehsil Multan Saddar, Dist. Multan.",Multan,86.42,77.89,MULTAN,MULTAN,Punjab,Punjab
446,United CNG & Filling Station,"Mouza Jahangirabad, Khanewal Road, Opp.Pak Arab Fertilizers, Multan",Multan,86.51,77.97,MULTAN,MULTAN,Punjab,Punjab
482,Al-Hamad Filling Station,,Multan,125.55,114.53,MULTAN,MULTAN,Punjab,Punjab
6704,ABID CNG STATION & PS,On Jalal Pur Pirwala Road At Mouza KhaipurOpposite Al-Shamas At Shujanad,Multan,127.97,117.31,MULTAN,MULTAN,Punjab,Punjab
6745,AL-HASSAN FILLING STATION,"""Mouza Hamid Pur Kanora, 10-11 KM on Multan""Mouza Hamid Pur Kanora",Multan,127.75,117.09,MULTAN,MULTAN,Punjab,Punjab
6756,ALLYAN FILLING STATION,"Head Muhammad Wala National HIGHWAY (N-5)KM No 10-11, Mouza Binddah Sandilla",Multan,127.8,117.14,MULTAN,MULTAN,Punjab,Punjab
6855,DANIYAL MUSHTARKA BALOUCHISTAN PETROLEUM SE,"Mouza Sammo Rana, 8 Km from MultanMultan-Muzaffar Garh Raod, Tehsil Multan Saddar",Multan,127.75,117.09,MULTAN,MULTAN,Punjab,Punjab
7209,UNITED CNG & FILLING STATION,"Mouza Jahangirabad, Khanewal Road, Opp.Pak Arab Fert.",Multan,127.83,117.17,MULTAN,MULTAN,Punjab,Punjab
7288,AL BURHAN PETROLEUM SERVICE,MULTAN BY PASS,MULTAN,127.76,117.11,MULTAN,MULTAN,Punjab,Punjab
7298,AL HARMAIN FILLING STATION,"QADIRPUR RAWAN BYPASS,23 KM LAHORE ROAD",MULTAN,127.76,117.11,MULTAN,MULTAN,Punjab,Punjab
7309,AL QURESH FILLING STATION,NEAR TABREZ INTERCHANGE,MULTAN,127.76,117.11,MULTAN,MULTAN,Punjab,Punjab
7332,ASKARI ASSOCIATES PETROLEUM SERVICE,"NORTHERN BYPASS CHOWK, BOSAN ROAD",MULTAN,127.76,117.11,MULTAN,MULTAN,Punjab,Punjab
7333,ASLAM FILLING STATION,SHAHRAH E RASHID,MULTAN,127.76,117.11,MULTAN,MULTAN,Punjab,Punjab
7360,BOSAN FILLING STATION,ADDA BOSAN,MULTAN,127.76,117.11,MULTAN,MULTAN,Punjab,Punjab
7392,CITY FUELS MULTAN,ABDALI ROAD,MULTAN,127.76,117.11,MULTAN,MULTAN,Punjab,Punjab
7428,EID GAH FILLING STATION,"OPP FISH MARKET, EID GAH ROAD MULATN",MULTAN,127.76,117.11,MULTAN,MULTAN,Punjab,Punjab
7477,Golra II Filling Station,"SHUJABAD ROAD, BUMB MORE, JALALPUR PIRWALA",MULTAN,127.80,117.14,MULTAN,MULTAN,Punjab,Punjab
7484,GREENWAY FILLING STATION,"CHOWK DHER ADDA,SHERSHAH ROAD",MULTAN,127.76,117.11,MULTAN,MULTAN,Punjab,Punjab
7695,MULTAN PETROLEUM SERVICE,MULTAN KHANEWAL ROAD,MULTAN,127.76,117.11,MULTAN,MULTAN,Punjab,Sindh
7728,NEW GATEWAY FILLING STATION,MULTAN KHANEWAL ROAD,MULTAN,127.76,117.11,MULTAN,MULTAN,Punjab,Punjab
7738,NEW MULTAN GASOLINE,GENERAL BUS STAND ROAD,MULTAN,127.76,117.11,MULTAN,MULTAN,Punjab,Punjab
7794,RAHI FILLING STN MULTAN,VEHARI ROAD,MULTAN,127.76,117.11,MULTAN,MULTAN,Punjab,Punjab
7835,SANWAL FILLING STATION,MOUZA RAM KALI,MULTAN,127.78,117.12,MULTAN,MULTAN,Punjab,Balochistan
7869,SHARIF FILLING STATION,BOSAN ROAD,MULTAN,127.76,117.11,MULTAN,MULTAN,Punjab,Balochistan
7892,SHELL MULTAN FILLING STATION,KUTCHEREY ROAD,MULTAN,127.76,117.11,MULTAN,MULTAN,Punjab,Balochistan
7943,SUPER GAS,QASIM ROAD,MULTAN,127.76,117.11,MULTAN,MULTAN,Punjab,Balochistan
9036,IMRAN GASOLINE SERVICE,VEHARI ROAD,MULTAN,87.56,78.19,MULTAN,MULTAN,Punjab,Balochistan
9048,SHADI KHEL PETROLEUM SERVICE,SHERSHAH MULTAN BY-PASS,MULTAN,87.51,78.16,MULTAN,MULTAN,Punjab,AJK
9053,MUGHAL BROTHERS,BOSAN ROAD,MULTAN,87.56,78.19,MULTAN,MULTAN,Punjab,AJK
9054,CALTEX CITY SERVICE STATION,"PIR KHURSHEED ROAD, CHUNGI 09",MULTAN,87.56,78.19,MULTAN,MULTAN,Punjab,AJK
5158,SADDAM PES SERVICE,KM653/654 DEHLI/MRC RD CHAK NO 4/T MULTAN MULTAN,,127.75,117.09,MULTAN,MULTAN,Punjab,AJK
5163,SHAH RUKAN -E- ALAM,SHAH RUKAN-E-ALAMCOLONY PHASE 2 MULTAN,,127.75,117.09,MULTAN,MULTAN,Punjab,AJK
5168,BABAR FILLING STATION,PSO   PETROL PUMPPUL BAGARDISTT MULTAN,,128.04,117.38,MULTAN,MULTAN,Punjab,AJK
5169,MATEEN P/S.(EX :MASOOD & CO),GHALLAH MANDIKHANEWALDISTT MULTAN,,127.75,117.09,MULTAN,MULTAN,Punjab,Punjab
5172,PAK PETROL SERVICE,HIGHWAY KABIRWALAMULTANDISTT MULTAN,,127.75,117.09,MULTAN,MULTAN,Punjab,Punjab
5174,SAGHIR PETROL SERVICE,649/2 KACHA KHUDISTT MULTAN,,127.75,117.09,MULTAN,MULTAN,Punjab,Punjab
5175,QAISAR FILLING STATION,LMQ ROADKHANEWALDISTT MULTAN,,127.75,117.09,MULTAN,MULTAN,Punjab,Punjab
5176,ATTA PETROLEUM SER,KHANEWAL ROADMULTANDISTT MULTAN,,127.75,117.09,MULTAN,MULTAN,Punjab,Punjab
5177,JAVAID PET SER,MOHSINWAL TEH KHANEWALDIST MULTAN,,127.75,117.09,MULTAN,MULTAN,Punjab,Punjab
5181,HIGHWAY FILL STATION,JAHANIAN ROADCHAK NO-168/10-RDISTT MULTAN,,127.91,117.25,MULTAN,MULTAN,Punjab,Sindh
5194,HAMEED RASHID & CO,MIAN CHUNNUDISST MULTAN,,127.75,117.09,MULTAN,MULTAN,Punjab,Sindh
5195,SHEIKH OIL AND CO,OPPRADIO RELIEVING CENTRELARDISTT MULTAN,,127.75,117.09,MULTAN,MULTAN,Punjab,Sindh
5196,SHAH SHAMS SERVICE STN,DAULATE GATEMULTANDISTT MULTAN,,127.75,117.09,MULTAN,MULTAN,Punjab,Sindh
5198,ARRAIN FILL STATION KX,C/BADLASANT ROAD DOGRANA MULTAN,,127.75,117.09,MULTAN,MULTAN,Punjab,Sindh
5210,HUSSAIN GAS STATION,CHOWKNAG SHAHALAMGEER MULTAN,,127.75,117.09,MULTAN,MULTAN,Punjab,Sindh
5315,MOOSA PAK P/S,IN KM # 947-948 OFNATIONAL HIGHWAY(N-5)SEC MULTAN,,127.75,117.09,MULTAN,MULTAN,Punjab,Sindh
5346,ABBASS BROS,BOSAN ROAD AT MOUZA BAHDARPUR MULTAN,,127.75,117.09,MULTAN,MULTAN,Punjab,Sindh
5347,ABDUL GHAFOOR (AZM),KABIR WALA MULTAN,,127.95,117.29,MULTAN,MULTAN,Punjab,Sindh
5356,AQEEL BROTHERS,PLOT# 101 MOUZA BUND BOSAN MULTAN,,127.75,117.09,MULTAN,MULTAN,Punjab,Sindh
5365,AL-KAREEM F/S,"MULTAN MUZAFFARGARH,D.G.KHAN ROAD AT GHAZI GHATT MULTAN",,127.75,117.09,MULTAN,MULTAN,Punjab,Balochistan
5384,NEW ARSALAN BROTHERS,"NEAR GHALLAH MANDI, MULTAN",,127.75,117.09,MULTAN,MULTAN,Punjab,Balochistan
5387,DAEWOO,KHANEWAL ROAD  OPP TECHINAL TRAINING CENTRE  MULTAN,,127.75,117.09,MULTAN,MULTAN,Punjab,Balochistan
5392,FORT 2 F.S,KAYANPUR OLD SHUJABAD ROAD NEAR ASKARI BYPASS CHOWK AT MOUZA KAYAN MULTAN,,127.75,117.09,MULTAN,MULTAN,Punjab,Balochistan
5396,RAFIQ P.S,"SITUATED AT MOUZA SAYRAH KHARAKH, NAWAB PUR ROAD MULTAN",,127.75,117.09,MULTAN,MULTAN,Punjab,Balochistan
5400,MFFS F/S,GHOUSE AZAM ROAD MULTAN,,127.75,117.09,MULTAN,MULTAN,Punjab,Balochistan
5405,ALI P/S,PULL WASIL GHOUS-E-AZAM ROAD MULTAN,,127.75,117.09,MULTAN,MULTAN,Punjab,Punjab
5406,MOHAMMADI PET SERVICE,RASHID ROADGEN BUS STAND MULTAN,,127.75,117.09,MULTAN,MULTAN,Punjab,Punjab
5410,SHERRY KHAN P/S,NEAR DARBAR SHER SHAH MULTAN,,127.75,117.09,MULTAN,MULTAN,Punjab,Missing
5411,RIZWAN P/S,NORTHERN BYE PASS MULTAN,,127.75,117.09,MULTAN,MULTAN,Punjab,Balochistan
5416,APEX P/S,N BETWEEN KM NO 928-929 ON MULTAN BAHAWALPUR ROAD (N-5) AT MOUZA DERA MOHAMMADI TEHSIL & DIST. MULTAN,,127.75,117.09,MULTAN,MULTAN,Punjab,Balochistan
5417,IBRAHIM P/S,"KM 1-2, M.A JINNAH ROAD MOUZA BUA PUR MULTAN",,127.75,117.09,MULTAN,MULTAN,Punjab,Balochistan
5420,NEW MALIK BROTHERS P/S,MAUZA RAM KALI MULTAN SOUTHERN BY PASS  DIST- MULTAN,,127.75,117.09,MULTAN,MULTAN,Punjab,Balochistan
5423,MIAN CHUNNU PETROLEUM,SERVICEMIAN CHANNUDISTT MULTAN,,127.75,117.09,MULTAN,MULTAN,Punjab,Balochistan
5426,NASEEM P/S,ON KHANEWAL ROAD NEAR WAPDA OFFICE MULTAN CITY MULTAN,,127.75,117.09,MULTAN,MULTAN,Punjab,Balochistan
5431,KHAN HIGHWAY PET SER,F B 588/1 MUL/MZG ROADSHERSHAHDISTT MULTAN,,127.75,117.09,MULTAN,MULTAN,Punjab,Balochistan
5433,RAZZAQ PETROLEUM SER,PSO  RETAIL DEALERSJAHANIANDISTT MULTAN,,127.75,117.09,MULTAN,MULTAN,Punjab,Balochistan
7651,MARSHALLS PETROLEUM SERVICE,"OLD BAHAWALPUR ROAD,NEAR NISHTAR CHOWK",MULTAN CANTT,127.76,117.11,MULTAN,MULTAN,Punjab,Balochistan
5432,KASHATKAR FILL STATION,QADIR PUR RAWANMULTAN,,127.95,117.29,MULTAN,MULTAN,Punjab,Balochistan
5436,SHAN PET SERVICE,KM.958-959 OF N.H.WAYMAUZA QADIRPUR RAWANMULTAN,,127.75,117.09,MULTAN,MULTAN,Punjab,Balochistan
7894,SHELL SHUJABAD FILLING STATION,MULTAN SHUJAABAD ROAD,SHUJA ABAD,127.76,117.11,MULTAN,MULTAN,Punjab,Balochistan
9038,SHUJABAD GASOLINE,IN KM-42.,SHUJAABAD,87.76,78.38,MULTAN,MULTAN,Punjab,Balochistan
5337,FIVE STAR PET SERVICE,KM33-MXC/SJB J.PIRWALA RD MZ SIKANDARABAD SHUJABAD,,127.75,117.09,MULTAN,MULTAN,Punjab,Balochistan
5378,AWAIS F/S,"MOUZA WAHI KHOTA RAM, TEHSIL SHUJABAD",,127.90,117.24,MULTAN,MULTAN,Punjab,Balochistan
5386,FAKHAR P/S,AT MOUZA FATULAPUR ON SHUJABAD,,127.75,117.09,MULTAN,MULTAN,Punjab,Balochistan
475,Babar Filling Station,,Shujabad Multan,125.56,114.54,MULTAN,MULTAN,Punjab,Balochistan
5095,RASOOL BUX F/S,KM 38FROM GT ROAD ON SHAHDRA KALA KHATAI NARANG ROAD MURIDKE,,128.12,117.46,Muridkey,Muridkey,Punjab,Balochistan
5096,AL-QAIM FILLING STATION,MZ TALIAN KM-34 FR GT ROAD DISTRICT SHEIKHUPURA MURIDKE,,127.98,117.32,Muridkey,Muridkey,Punjab,Balochistan
78,ALTAF FILLING STATION,"Mouza Kot Yaqoob B/W 4-5 Km from Muridkey on Muridkey / Narowal Road, Tehsil Muridkey, Dist. Sheikhupura",Muridkey,86.42,77.89,Muridkey,Muridkey,Punjab,Balochistan
6781,ALTAF FILLING STATION,"Mouza Kot Yaqoob B/W 4-5 Km from Muridkey on MuridMuridkey / Narowal Road, Tehsil Muridkey",Muridkey,127.75,117.09,Muridkey,Muridkey,Punjab,Balochistan
5049,KARAMAHWALA T/STN,B/W KM 29/30 FROM LHR AT MURIDKEY,,127.75,117.09,Muridkey,Muridkey,Punjab,Balochistan
478,Madina Filling Station,,Muridkey Sheikhupura,125.50,114.48,Muridkey,Muridkey,Punjab,Balochistan
5119,KARMANWALA FILL STN,MURIDKEYSHEIKHUPURA,,127.75,117.09,Muridkey,Muridkey,Punjab,Balochistan
5951,MURREE FILLING STATION,KOHALA ROAD  MURREE,,128.29,117.63,MURREE,MURREE,Punjab,Balochistan
391,SAIF MUSA KHEL PETROLEUM,"On Mousa Khail to Zhob road, 27.6 Km from Musa Khel, Tehsil & Dist. Musa Khel.",Musa Khel,85.95,77.47,MUSAKHAIL,MUSAKHAIL,Punjab,Balochistan
7146,SAIF MUSA KHEL PETROLEUM,Mosa Khail,Musa Khel,127.26,116.6,MUSAKHAIL,MUSAKHAIL,Punjab,Balochistan
1197,DRUG F/S,"AT MOUZA DURUG IN KHASRA NO. 2533, 2534, 2535, KWEWAT NO. 74 KHATOONI NO. 102 MIN TEHSIL DURUG DISTT MUSAKHAIL",,127.26,116.60,MUSAKHAIL,MUSAKHAIL,Punjab,Balochistan
5805,MUKKI PET SERVICE,MUSAKHAIL MUSAKHAIL,,127.26,116.60,MUSAKHAIL,MUSAKHAIL,Punjab,Balochistan
5055,ASSAM BHATTI,PLOT # (3600) -231 MUSTAFABAD,,128.34,117.68,MUSTAFABAD,MUSTAFABAD,Punjab,Balochistan
5213,GHAZI GHAAT FILL STN,D G KHAN ROADGHAZIGHATARAMDAD QURRESHIDISTT MUZAFA,,127.75,117.09,MUZAFA,MUZAFA,Punjab,Balochistan
5333,KHALID BROS PET SER,KM41/42 KARAMDAD QUER JATOI RD MAUZA DAREEN MUZAFA,,127.75,117.09,MUZAFA,MUZAFA,Punjab,Balochistan
2132,AL-MADINA FILLING STATION,,,127.76,117.02,MUZAFAGHAR,MUZAFAGHAR,Punjab,Balochistan
1583,MEEZAN USMAN PETROLEUM SERVICES(CDM001),Muzaffargarh - Alipur road at Kaalarwali,,127.77,117.11,MUZAFARGARH,MUZAFARGARH,Punjab,Balochistan
1584,MKS-3 FILLING STATION,"Mouza Sanawan, Tehsil Kot Addu",,127.68,117.02,MUZAFARGARH,MUZAFARGARH,Punjab,Balochistan
819,PARADISE FILLING STATION,"Taunsa Barrage Road, Kot Addu, District Muzaffar Garh,KOT ADDU",KOT ADDU,84.94,96.29,MUZAFARGARH,MUZAFARGARH,Punjab,Balochistan
937,THE AWAN FILLING STATION,"Munda),MUZAFFARGARH",MUZAFFARGARH,84.99,96.35,MUZAFARGARH,MUZAFARGARH,Punjab,Balochistan
2178,SHEHZADA WAZIRISTAN,"TANKI MOR, MEHMOOD KOT MUZAFARGARH TEHSIL KOT ADDU DISTRICT MUZAFFARGARH",,127.75,117.10,MUZAFARGARH,MUZAFARGARH,Punjab,Balochistan
2195,BISMILLAH PETROLEUM,ALIPUR-MUZZAFARGARH ROAD AT ROHILLIANWALI,,127.80,117.15,MUZAFARGARH,MUZAFARGARH,Punjab,Balochistan
2212,INDUS CNG F/S,LAYYAH KOT ADDU ROAD TEHSIL KOT ADDU DISTRICT MUZAFFARGARH,,127.75,117.10,MUZAFARGARH,MUZAFARGARH,Punjab,Balochistan
2226,AL REHMAN P/S,CHOWK QURESHI JATOI ROAD AT AJABWALA TEHSIL & DISTRICT MUZAFFARGHAR,,127.75,117.10,MUZAFARGARH,MUZAFARGARH,Punjab,Balochistan
2236,TAIBA MANAL P/S,MUZAFFARGHAR MIANWALI ROAD TEHSIL & DISTRICT MUZAFFARGHAR,,127.75,117.10,MUZAFARGARH,MUZAFARGARH,Punjab,Balochistan
2297,K.K PETROLEUM,DERRA ROAD TOWARDS LOWER MAGASAN MOUZA DOGAR KALAN TEHSIL KOT ADDU DISTRIT MUZAFFARGARH,,127.75,117.10,MUZAFARGARH,MUZAFARGARH,Punjab,Balochistan
2301,BISMILLAH PETROLEUM,MULTAN MUZAFFARGARH ROAD AT MUZAFFARGARH BY PASS TEHSIL & DISTRICT MUZAFFARGARH,,127.75,117.10,MUZAFARGARH,MUZAFARGARH,Punjab,Balochistan
2344,SPRINT ENERGY CNG,MUZAFFARGARH ALIPUR ROAD NEAR 3 KM ALIPUR COLLEGE CHOWK TEHSIL ALIPUR DISTRICT MUZAFFARGARH.,,128.00,117.35,MUZAFARGARH,MUZAFARGARH,Punjab,Balochistan
2403,Z & N CNG & FILIING STATION,"JHANG CHOWK, MUZAFFARGARH CITY TEHSIL & DISTRICT MUZAFFARGARH..",,127.75,117.10,MUZAFARGARH,MUZAFARGARH,Punjab,Balochistan
2412,SALAM & SONS PS,TEHSIL ALI PUR DISTRICT MUZAFARGARH.,,128.15,117.50,MUZAFARGARH,MUZAFARGARH,Punjab,Balochistan
2419,CH.FAIQ CNG & F/S,Mianwali Muzaffargarh Road At Sanawan Mor Tehsil Kot Addu District Muzaffargarh .,,128.10,117.40,MUZAFARGARH,MUZAFARGARH,Punjab,Balochistan
2514,ADIL USMAN F/S,"MUZAFFARGARH ALIPUR ROAD , MUZAFARGARH",,127.75,117.05,MUZAFARGARH,MUZAFARGARH,Punjab,Balochistan
2651,AKHTER KHAN TAREEN F/S,"8-KM FROM PARCO ON PARCO TO DAB SHAH ROAD, TEHSIL KOT ADDU DISTRICT MUZAFARGARH",,127.75,117.05,MUZAFARGARH,MUZAFARGARH,Punjab,Balochistan
8100,Ayaan Filling Station,"582 Sharing 424/2677 Mozza Chalwan 2, Tehsil Ali Pur, Distt Muzaffargarh",Ali pur,128.00,117.30,MUZAFARGARH,MUZAFARGARH,Punjab,Balochistan
8137,Marwat Filling Station,"Gujrat Thsile Kot Adu District Muzafar Garh(Near Parco Refinary), Mehmoodkot.",Kot Addo,127.80,117.10,MUZAFARGARH,MUZAFARGARH,Punjab,Balochistan
8162,Total Speed Filling Station,"Mouza Jaisalwain, Tehsil District Muzzafar Garh.","Muzafargarh, jhang road.",127.80,117.10,MUZAFARGARH,MUZAFARGARH,Punjab,Balochistan
8273,Jam Good Filling Station,"607 TDA, Muhammdi Adda,Near Pathan Hotel,30 km from Muszafargarh, MM Road,Disstt. Muzafargarh",Muzafargarh,127.80,117.10,MUZAFARGARH,MUZAFARGARH,Punjab,Balochistan
8591,PARADISE FILLING STATION,"Taunsa Barrage Road, Kot Addu, District Muzaffar Garh,KOT ADDU",KOT ADDU,127.80,117.10,MUZAFARGARH,MUZAFARGARH,Punjab,Balochistan
8701,THE AW AN FILLING STATION,"5 Kms toward Muzaffar Garh from Chowk Munda, M.M Road, Chowk Sarwar Shaheed (Chowk Munda),MUZAFFARGARH",MUZAFFARGARH,127.80,117.10,MUZAFARGARH,MUZAFARGARH,Punjab,Balochistan
8744,Dawood Yahya,"Vasadywali Chowk, Ali Pur Road, Muzafargarh",MUZAFARGARH,127.80,117.10,MUZAFARGARH,MUZAFARGARH,Punjab,Balochistan
5187,RANGPUR PETROLEUM SER,PSO  RETAIL DEALERKHUSHAB ROADRANGPURDISTT MUZAFFA,,128.04,117.38,MUZAFARGARH,MUZAFARGARH,Punjab,Balochistan
1201,AMIR FARID P/S,"At Mouza Ghulam Surani, in B/W 0-1(0.8-km from Karam dad Qureshi), On Shah Jamal
– Karam Dad Qureshi – Kot Addu Road,  Tehsil & District MUZAFFAR GARH.",,127.52,116.86,MUZAFARGARH,MUZAFARGARH,Punjab,Balochistan
1202,Gourmani Filling Station,"At Mouza Ajab Arrain, On National Highway (N-70) in B/W 50-51 K.M",,127.58,116.92,MUZAFARGARH,MUZAFARGARH,Punjab,Punjab
1203,MKS 1 Filling Station,Dayra Din Pinnah,,127.58,116.92,MUZAFARGARH,MUZAFARGARH,Punjab,Punjab
1204,Laghari Filling Station,Muzafar Gharh Baly wala,,127.85,117.19,MUZAFARGARH,MUZAFARGARH,Punjab,Punjab
1205,MKS 2 FILLING STATION,KHUSRA NO. 1 (0.40 KM FROM KHAR GHARBI CHOWK) ON SINAWAN TEHSIL KOT ADDU DISTT MUZAFFARGARH,,127.87,117.21,MUZAFARGARH,MUZAFARGARH,Punjab,Punjab
1206,Sharyar Filling Station,Lundi Patafi,,127.94,117.28,MUZAFARGARH,MUZAFARGARH,Punjab,Punjab
1207,Dubai F/S,"At Mouza Mohari Wala, Ali Pur Muzaffar Garh Road),",,128.04,117.38,MUZAFARGARH,MUZAFARGARH,Punjab,Punjab
1208,Mehboob Filling Station,Muzafar Gharh Ali pur,,128.05,117.39,MUZAFARGARH,MUZAFARGARH,Punjab,Punjab
1355,FAISAL AMIN P/S,"Mouza Panwar Junubii Wala, in B/W K.M 4-5 On Karam Dad Qureshi Daira Din Pannah Road",,127.52,116.86,MUZAFARGARH,MUZAFARGARH,Punjab,Punjab
3221,Muddasar Swagi Petroleum Service,Mouza muhammad baksh kahawar on muzaffar garh-kot addu(mehmood kot),Mehmood Kot,127.83,117.17,MUZAFARGARH,MUZAFARGARH,Punjab,Punjab
15,AHMAD PETROLEUM SERVICE,"Mouza Jatoi Shumali on Jamal pur Road, Tehsil Jatoi, Dist. Muzaffargarh",Muzaffar Garh,86.62,78.07,MUZAFARGARH,MUZAFARGARH,Punjab,Punjab
29,AL NOOR FILLING STATION-MUZAFFARGARH,"Mouza Talari, B/w 29-30KM on Multan D.G.Khan Raod, Muzaffargarh",Muzaffar Garh,87.48,78.84,MUZAFARGARH,MUZAFARGARH,Punjab,Punjab
45,AL-HUSSAIN FILLING STATION,"Chak Talhary, B/w 3-4KM from Jhang - Mianwali - Muzaffargarh Road Teh. & Dist. Muzaffargarh",Muzaffar Garh,86.42,77.89,MUZAFARGARH,MUZAFARGARH,Punjab,Punjab
48,ALI FILLING STATION,"Mouza Khan Ghar B/W 910-911 KM from Karachi, on Muzaffargarh - Ali Pur Road, Tehsil & Dist. Muzaffargarh",Muzaffar Garh,86.42,77.89,MUZAFARGARH,MUZAFARGARH,Punjab,Punjab
80,AL-UROOJ FILLING STATION,"On Karam Dad Qureshi Road, At Mouza Roa Tehsil Jato Distt Muzaffargarh",Muzaffar Garh,86.54,77.99,MUZAFARGARH,MUZAFARGARH,Punjab,Punjab
117,BILAL TAREEN FILLING SERVICE,"Mouza Purana Qureshi, on National Highway (N-70) in Km No.50+950. Tehsil & Dist. Muzaffar Garh",Muzaffar Garh,86.42,77.89,MUZAFARGARH,MUZAFARGARH,Punjab,Punjab
184,GORMANI PETROLEUM SERVICE,"Mouza Basti Jhar on Karam Dad Qureshi Jatoi Road, 13-14 Km from Qureshi Chowk, Tehsil & Dist. Muzaffar Garh",Muzaffar Garh,86.42,77.89,MUZAFARGARH,MUZAFARGARH,Punjab,Punjab
190,GURMANI BROTHERS,"Mouza Fazil Kalroo, 10 Km on Muzaffar Garh - Mehmood Kot Road, Tehsil & District Muzaffar Garh",Muzaffar Garh,86.42,77.89,MUZAFARGARH,MUZAFARGARH,Punjab,Punjab
257,Laraib Hazara Petroleum Service,"Chak No.626/T.D.A, Near Chowk Serwar Shaheed B/w 74-75 Km from Muzaffargarh on M.M.Road, Thesil Kot Addu",Muzaffar Garh,86.56,78.01,MUZAFARGARH,MUZAFARGARH,Punjab,Punjab
265,M.K'S 1 CNG & PETROL STATION,"Mouza Kotla on Layyah Kot-Addu Muzaffargarh Road, Tehsil Kot Addu",Muzaffar Garh,86.42,77.89,MUZAFARGARH,MUZAFARGARH,Punjab,Punjab
368,RANA TRUCKING STATION -MUZAFFARGARH,"Plot Khsara # 25/22, 25/23, 25/18, 25/19, Khata # 289, Basti Jalal, Aligarh Road, Muzaffargarh",Muzaffar Garh,86.45,77.92,MUZAFARGARH,MUZAFARGARH,Punjab,Punjab
457,YOSUF AFZAL PETROLEM SERVICES,"Kotla Band Ali, Jattoi-Juggiwala-Arbi Road, Tehsil Jatoi, Muzaffargarh",Muzaffar Garh,86.66,78.10,MUZAFARGARH,MUZAFARGARH,Punjab,Punjab
6711,AHMAD PETROLEUM SERVICE,"Mouza Jatoi Shumali on Jamal pur RoadTehsil Jatoi, Dist. Muzaffargarhsil Jatoi",Muzaffar Garh,127.85,117.19,MUZAFARGARH,MUZAFARGARH,Punjab,Punjab
6729,AL NOOR FILLING STATION-MUZAFFARGARH,Taliri by pass Multan road Distt Muzaffar garh,Muzaffar Garh,127.75,117.09,MUZAFARGARH,MUZAFARGARH,Punjab,Punjab
6748,ALI FILLING STATION,Mouza Khan Ghar B/W 910-911 KM from Karachion Muzaffargarh - Ali Pur Road,Muzaffar Garh,127.75,117.09,MUZAFARGARH,MUZAFARGARH,Punjab,Punjab
6901,GORMANI PETROLEUM SERVICE,Shah Jamal mgarh,Muzaffar Garh,127.75,117.09,MUZAFARGARH,MUZAFARGARH,Punjab,Punjab
6907,GURMANI BROTHERS,Mehmood Kot City Muzaffar garh,Muzaffar Garh,127.75,117.09,MUZAFARGARH,MUZAFARGARH,Punjab,Punjab
6986,Laraib Hazara Petroleum Service,"Chak No.626/T.D.A, Near Chowk Serwar ShaheedB/w74-75 Km from Muzaffargarh on M.M.Road",Muzaffar Garh,127.93,117.27,MUZAFARGARH,MUZAFARGARH,Punjab,Punjab
6995,M.K'S 1 CNG & PETROL STATION,Tehsil kot addu district Mgarh,Muzaffar Garh,127.75,117.09,MUZAFARGARH,MUZAFARGARH,Punjab,Punjab
7013,Malik 85 Group Fuel Energy Point,Jhang Road Muzaffar Garh,Muzaffar Garh,127.75,117.09,MUZAFARGARH,MUZAFARGARH,Punjab,Punjab
7046,MUHAMMAD RAJPUT PETROLEUM,Ghazi Ghaat district district M.Garh,Muzaffar Garh,127.75,117.09,MUZAFARGARH,MUZAFARGARH,Punjab,Punjab
7122,RANA TRUCKING STATION -MUZAFFARGARH,"Plot Khsara # 25/22, 25/23, 25/18, 25/19, Khata # 289Basti Jalal, Ali-pur Road,Muzaffargarh Basti Jalal",Muzaffar Garh,127.98,117.32,MUZAFARGARH,MUZAFARGARH,Punjab,Punjab
7213,WAHAB TAREEN PETROLEUM SERVICE,Mehmood kot qasba gujraat Distt Muzaffar Garh,Muzaffar Garh,127.75,117.09,MUZAFARGARH,MUZAFARGARH,Punjab,Punjab
7222,YOSUF AFZAL PETROLEM SERVICES,"Kotla Band Ali, Jattoi-Juggiwala-Arbi RoadTehsil Jatoi",Muzaffar Garh,127.98,117.32,MUZAFARGARH,MUZAFARGARH,Punjab,Punjab
4568,DHAMIAK FILL STN,KM12/13 SULTAN SHAHABUDDIN M.G.RD.DHAMIAKJHELUM,,127.87,117.21,MUZAFFAR GARH,MUZAFFAR GARH,Punjab,Punjab
5427,MOOSA P/s,M.GARH PUNGNAD RD AT MZA KALLARWALI DISTT M.GARH.(,,127.75,117.09,MUZAFFAR GARH,MUZAFFAR GARH,Punjab,Punjab
5412,UMER P/S,MUZAFFAR GARH MIANWALI ROAD KHANPUR BAGGA SHER DIST-MUZAFFARGARH,,127.75,117.09,MUZAFFARGARH,MUZAFFARGARH,Punjab,Punjab
5413,GURMANI P/S.,ON KARAMDAD QURESHI- DAIRA DIN PANAH AT QASBA GUJRAT TEHSIL KOT ADDU DIST-MUZAFFARGARH,,127.75,117.09,MUZAFFARGARH,MUZAFFARGARH,Punjab,Punjab
